path,class_name,label,split
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-10.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-100.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1000.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1001.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1002.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1003.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1004.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1005.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1006.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1007.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1008.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1009.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-101.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1010.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1011.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1012.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1013.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1014.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1015.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1016.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1017.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1018.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1019.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-102.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1020.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1021.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1022.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1023.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1024.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1025.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1026.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1027.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1028.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1029.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-103.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1030.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1031.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1032.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1033.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1034.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1035.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1036.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1037.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1038.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1039.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-104.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1040.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1041.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1042.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1043.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1044.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1045.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1046.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1047.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1048.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1049.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-105.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1050.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1051.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1052.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1053.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1054.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1055.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1056.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1057.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1058.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1059.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-106.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1060.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1061.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1062.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1063.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1064.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1065.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1066.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1067.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1068.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1069.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-107.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1070.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1071.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1072.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1073.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1074.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1075.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1076.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1077.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1078.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1079.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-108.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1080.png,Normal,0,test
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1081.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1082.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1083.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1084.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1085.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1086.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1087.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1088.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1089.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-109.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1090.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1091.png,Normal,0,val
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1092.png,Normal,0,train
/home/user/Tuberculosis_detection/data/raw/Normal/Normal-1093.png,Normal,0,train
